Ativo,Data,Maxima dia,Minima dia,Valor abertura,Valor fechamento,Volume,Valor de mercado
AAVE,2020-10-05T23:59:59Z,55.11235847,49.78789992,52.67503496,53.21924296,0,89128128.86084658
AAVE,2020-10-06T23:59:59Z,53.40227002,40.73457791,53.29196931,42.40159861,583091.4597628,71011441.25451232
AAVE,2020-10-07T23:59:59Z,42.40831364,35.97068975,42.39994711,40.08397561,682834.18632335,67130036.89981823
AAVE,2020-10-08T23:59:59Z,44.90251114,36.69605677,39.88526234,43.76446306,1658816.92260445,220265142.10956782
AAVE,2020-10-09T23:59:59Z,47.56953274,43.2917758,43.76446306,46.81774415,815537.6607835,235632208.16269898
AAVE,2020-10-10T23:59:59Z,51.4056548,46.70332768,46.81814554,49.13371767,1074627.02770495,247288428.75616974
AAVE,2020-10-11T23:59:59Z,51.45337431,48.71603954,49.13312951,49.66072573,692150.60094118,249940843.43242228
AAVE,2020-10-12T23:59:59Z,54.42141763,48.75407708,49.66157329,52.23869222,1354836.06481028,262915666.29307267
AAVE,2020-10-13T23:59:59Z,57.48190422,49.59873521,52.23839242,51.12431679,1386221.2066711,257307050.43080166
AAVE,2020-10-14T23:59:59Z,57.85394649,49.62952942,51.37289869,51.31651791,3132405.42216768,258274392.50811112
AAVE,2020-10-15T23:59:59Z,52.08068541,44.01832531,51.38760962,44.01918294,5883146.06280652,221547139.10727775
AAVE,2020-10-16T23:59:59Z,43.90673033,39.14295677,42.89060653,39.49584426,52855204.93631293,365071463.27992666
AAVE,2020-10-17T23:59:59Z,43.07737327,38.63361292,39.48619161,41.36699325,43339687.2478275,382367032.26402897
AAVE,2020-10-18T23:59:59Z,41.7494876,39.53158618,41.38959771,40.74697166,40441163.45662788,376635994.1363743
AAVE,2020-10-19T23:59:59Z,40.9951837,35.95136399,40.83675675,36.01231739,49289896.51123791,332872221.1838187
AAVE,2020-10-20T23:59:59Z,36.31907005,32.1010995,36.04378522,32.18001748,60632325.59383004,297449169.45201
AAVE,2020-10-21T23:59:59Z,37.07820274,32.04814912,32.25348971,35.16035652,43831234.96273086,324997301.45456576
AAVE,2020-10-22T23:59:59Z,39.85692062,33.58946348,35.09748742,38.03165056,54717366.37734977,402396251.49084926
AAVE,2020-10-23T23:59:59Z,42.54665591,36.92467124,37.73059438,41.68663736,76081859.91147137,445257057.97153026
AAVE,2020-10-24T23:59:59Z,42.43970617,38.72882165,41.68663733,39.45502214,57658170.2946863,421421064.2790179
AAVE,2020-10-25T23:59:59Z,40.92850939,37.60120084,39.45502214,37.90476078,43970451.959841266,404862645.1741443
AAVE,2020-10-26T23:59:59Z,39.16386433,35.07196756,37.90476254,36.03392191,50307222.85474928,384880121.63162833
AAVE,2020-10-27T23:59:59Z,38.86918184,34.46963521,36.0339136,34.87153083,58581307.85370107,372464564.3579749
AAVE,2020-10-28T23:59:59Z,35.56402236,32.00005907,34.87153639,32.39408292,60533866.82608766,346002819.346564
AAVE,2020-10-29T23:59:59Z,33.1554836,28.24077345,32.39408189,29.09833402,66304785.64501483,310800760.62242234
AAVE,2020-10-30T23:59:59Z,31.98077334,27.79246068,29.09834147,31.21782294,77280723.5890018,350090548.37008536
AAVE,2020-10-31T23:59:59Z,32.90016101,29.61025941,31.21782294,29.70751775,58631071.60696922,333516029.29639417
AAVE,2020-11-01T23:59:59Z,31.0670602,28.49448212,29.707517760000002,30.65727643,49568339.15865809,345465544.0019291
AAVE,2020-11-02T23:59:59Z,33.92358529,29.34464956,30.65728227,29.73152358,87180146.47242028,335349717.5105502
AAVE,2020-11-03T23:59:59Z,30.06291681,27.53711073,29.73152554,28.04280321,56775011.59564292,316455541.5979732
AAVE,2020-11-04T23:59:59Z,28.4330692,26.08951824,28.04297069,27.71508436,50464690.5101932,313021334.56848735
AAVE,2020-11-05T23:59:59Z,32.3030396,25.96615498,27.7150798,30.95562668,85212411.64251429,350205472.9254519
AAVE,2020-11-06T23:59:59Z,40.76907497,30.8551283,30.95511845,38.45744081,147304661.0003733,435876358.24936235
AAVE,2020-11-07T23:59:59Z,51.42799241,38.45744081,38.45744081,44.60489962,200580053.60534418,507707213.19756013
AAVE,2020-11-08T23:59:59Z,54.78636021,42.86425511,44.60489961,53.74937894,174706008.6468665,613014913.9174644
AAVE,2020-11-09T23:59:59Z,58.36411095,49.860128949999996,53.74937384,54.88649964,386011347.7491519,626843328.1215719
AAVE,2020-11-10T23:59:59Z,70.30982523,53.17903589,54.88650532,67.001110980000007,433793206.4967589,780700254.0603075
AAVE,2020-11-11T23:59:59Z,68.77859822,53.71675388,67.00111108,54.69964668,354136841.3455583,638025534.6074319
AAVE,2020-11-12T23:59:59Z,59.61831483,50.52310167,54.69962256,51.63241804,244505561.5470832,603421827.5595561
AAVE,2020-11-13T23:59:59Z,66.12366042,51.1791527,51.63243434,63.39907168,318852071.2420879,743396746.1819518
AAVE,2020-11-14T23:59:59Z,68.37704309,57.89727345,63.39907168,67.01611273,243698854.74567783,786814070.8942633
AAVE,2020-11-15T23:59:59Z,71.17455519,60.08891509,67.01611268,64.23729542,258275517.09982908,754769242.984942
AAVE,2020-11-16T23:59:59Z,74.0423007,61.20922869,64.23729391,71.76639355,252527244.67467812,843863117.2246927
AAVE,2020-11-17T23:59:59Z,79.56212338,68.95632584,73.2530654,78.44328478,310951195.4893777,923384720.0462722
AAVE,2020-11-18T23:59:59Z,79.21050482,67.64859817,78.44275754,75.23227405,291394550.7946071,887327038.570436
AAVE,2020-11-19T23:59:59Z,80.731202390000007,70.5034588,75.23277433,75.85718351,275294182.28090847,895838057.7896098
